entry_id,src_oui,dst_oui,protocol,bidirectional_total_duration_ms,bidirectional_total_packets,bidirectional_total_bytes,src2dst_total_duration_ms,src2dst_total_packets,src2dst_total_bytes,dst2src_total_duration_ms,dst2src_total_packets,dst2src_total_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stdev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stdev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stdev_ps,dst2src_max_ps,label,bidirectional_transmission_rate_byte_ms,bidirectional_transmission_rate_ms,dst2src_transmission_rate_bytes_ms,dst2src_transmission_rate_ms,src2dst_transmission_rate_bytes_ms,src2dst_transmission_rate_ms
188517,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,3.0,2.0,338.0,1.0,1.0,76.0,1.0,1.0,262.0,76.0,169.0,131.52186130069785,262.0,76.0,76.0,0.0,76.0,262.0,262.0,0.0,262.0,computer,112.66666666666669,0.6666666666666666,262.0,1.0,76.0,1.0
188628,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",6,172115.0,266.0,112109.0,172115.0,145.0,59454.0,172101.0,121.0,52655.0,54.0,421.4624060150372,520.6174133028869,1514.0,54.0,410.0275862068966,582.8145305425169,1514.0,54.0,435.1652892561984,436.5747424956281,1514.0,computer,0.6513610086279522,0.001545478313918,0.3059540618590246,0.0007030755196076,0.3454318333672254,0.0008424599831508
188738,AzureWave Technology Inc.,Broadcast,17,287830.0,39.0,3588.0,287830.0,39.0,3588.0,1.0,0.0,0.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,0.0,0.0,0.0,0.0,computer,0.0124656915540423,0.0001354966473265,0.0,0.0,0.0124656915540423,0.0001354966473265
189682,AzureWave Technology Inc.,IPV6 Multicast,58,153173.0,3.0,258.0,153173.0,3.0,258.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,computer,0.0016843699607633,1.958569721817814e-05,0.0,0.0,0.0016843699607633,1.958569721817814e-05
190039,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,833.0,19.0,10569.0,833.0,9.0,4275.0,794.0,10.0,6294.0,69.0,556.2631578947368,595.694631138515,1392.0,80.0,474.9999999999999,543.5213887235717,1392.0,69.0,629.4000000000001,659.2158978665487,1392.0,computer,12.687875150060025,0.0228091236494597,7.926952141057934,0.0125944584382871,5.132052821128451,0.0108043217286914
190142,AzureWave Technology Inc.,Multicast,17,95.0,2.0,128.0,95.0,2.0,128.0,1.0,0.0,0.0,64.0,64.0,0.0,64.0,64.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,computer,1.3473684210526315,0.0210526315789473,0.0,0.0,1.3473684210526315,0.0210526315789473
190904,HTC Corporation,"TP-LINK TECHNOLOGIES CO.,LTD.",6,35795.0,30.0,11095.0,35795.0,14.0,2830.0,35431.0,16.0,8265.0,66.0,369.8333333333334,500.549634683324,1514.0,66.0,202.1428571428572,206.56749954465693,583.0,66.0,516.5624999999999,631.0353364379314,1514.0,mobile,0.309959491549099,0.0008381058807095,0.2332703000197567,0.0004515819480116,0.0790613214136052,0.0003911160776644
190989,Belkin International Inc.,Belkin International Inc.,6,24.0,11.0,1132.0,20.0,6.0,556.0,23.0,5.0,576.0,66.0,102.9090909090909,80.55489376252017,304.0,66.0,92.66666666666669,61.48387322433962,218.0,66.0,115.2,105.59924242152498,304.0,smart_motion_sensor,47.16666666666666,0.4583333333333333,25.043478260869566,0.217391304347826,27.8,0.3
191184,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,276.0,11.0,3002.0,276.0,6.0,604.0,244.0,5.0,2398.0,54.0,272.90909090909093,459.01142786328415,1514.0,54.0,100.66666666666666,108.53693687711416,322.0,54.0,479.6,643.5066433223514,1514.0,computer,10.876811594202898,0.0398550724637681,9.827868852459016,0.0204918032786885,2.188405797101449,0.0217391304347826
191480,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,173.0,8.0,5105.0,173.0,4.0,1909.0,138.0,4.0,3196.0,77.0,638.125,633.8380679862731,1392.0,77.0,477.25000000000006,623.6614332579284,1392.0,80.0,799.0,692.4227995475982,1392.0,computer,29.508670520231213,0.0462427745664739,23.159420289855078,0.0289855072463768,11.034682080924856,0.0231213872832369
191655,Belkin International Inc.,"Samsung Electronics Co.,Ltd",6,3011.0,11.0,2106.0,3008.0,6.0,598.0,13.0,5.0,1508.0,66.0,191.45454545454544,350.7934901438063,1236.0,66.0,99.66666666666669,74.73062736700842,252.0,66.0,301.6,522.3569660682242,1236.0,smart_motion_sensor,0.6994354035204251,0.0036532713384257,116.0,0.3846153846153846,0.1988031914893617,0.0019946808510638
192105,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,527164.0,207.0,153082.0,527164.0,103.0,67295.0,527149.0,104.0,85787.0,54.0,739.5265700483085,677.5726651242766,1514.0,54.0,653.3495145631067,657.9252700388125,1514.0,54.0,824.8750000000002,689.0317772414736,1514.0,computer,0.2903878110037863,0.0003926671775766,0.1627376699946315,0.0001972876738834,0.1276547715701375,0.0001953851173448
192448,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,19186.0,5.0,294.0,18904.0,3.0,174.0,18904.0,2.0,120.0,54.0,58.8,6.572670690061993,66.0,54.0,58.0,6.928203230275509,66.0,54.0,60.0,8.48528137423857,66.0,computer,0.0153236735119357,0.0002606066923798,0.0063478628861616,0.0001057977147693,0.0092044011849344,0.000158696572154
192510,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,10966.0,18.0,6813.0,10966.0,9.0,822.0,10783.0,9.0,5991.0,54.0,378.5,549.2797690666226,1514.0,54.0,91.33333333333331,73.04108432930059,252.0,54.0,665.6666666666666,671.0063338002109,1514.0,computer,0.6212839686303119,0.0016414371694327,0.555596772697765,0.0008346471297412,0.0749589640707641,0.0008207185847163
192535,Belkin International Inc.,Belkin International Inc.,6,20.0,14.0,4740.0,16.0,7.0,653.0,20.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,237.0,0.7,204.35,0.35,40.8125,0.4375
192923,AzureWave Technology Inc.,Belkin International Inc.,6,89.0,13.0,4515.0,62.0,6.0,512.0,87.0,7.0,4003.0,54.0,347.3076923076923,534.7250671474991,1514.0,54.0,85.33333333333333,71.03426403269529,230.0,54.0,571.8571428571428,663.4758042740842,1514.0,computer,50.73033707865169,0.146067415730337,46.01149425287356,0.0804597701149425,8.258064516129032,0.0967741935483871
193428,Netatmo,"TP-LINK TECHNOLOGIES CO.,LTD.",6,2051.0,25.0,7611.0,2051.0,13.0,2516.0,1747.0,12.0,5095.0,66.0,304.44000000000005,445.8126549721681,1510.0,66.0,193.53846153846155,271.0939613813556,1034.0,66.0,424.58333333333326,568.4883397434309,1510.0,smart_camera,3.7108727450024377,0.0121891760117016,2.916428162564396,0.0068689181453921,1.22671867381765,0.0063383715260848
194471,AzureWave Technology Inc.,Belkin International Inc.,6,538.0,15.0,4811.0,537.0,7.0,742.0,532.0,8.0,4069.0,54.0,320.7333333333333,500.9614280370819,1514.0,54.0,106.0,84.82138095236759,230.0,54.0,508.625,639.766238000814,1514.0,computer,8.942379182156134,0.0278810408921933,7.648496240601504,0.0150375939849624,1.3817504655493482,0.0130353817504655
194684,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,43019.0,6.0,348.0,43019.0,4.0,228.0,43016.0,2.0,120.0,54.0,58.0,6.196773353931866,66.0,54.0,57.0,6.0,66.0,54.0,60.0,8.48528137423857,66.0,computer,0.0080894488481833,0.0001394732560031,0.0027896596615212,4.6494327692021575e-05,0.0052999837281201,9.298217066877426e-05
194884,HTC Corporation,"TP-LINK TECHNOLOGIES CO.,LTD.",17,4.0,2.0,294.0,1.0,1.0,83.0,1.0,1.0,211.0,83.0,147.0,90.50966799187808,211.0,83.0,83.0,0.0,83.0,211.0,211.0,0.0,211.0,mobile,73.5,0.5,211.0,1.0,83.0,1.0
194917,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,339109.0,572.0,490963.0,339094.0,243.0,19616.0,339094.0,329.0,471347.0,54.0,858.3269230769229,711.8240547200419,1514.0,54.0,80.72427983539094,71.50832254484486,604.0,54.0,1432.6656534954402,315.38373462612344,1514.0,computer,1.4478029188255104,0.001686773279388,1.390018696880511,0.0009702324429214,0.0578482662624523,0.0007166154517626
195389,AzureWave Technology Inc.,Hewlett Packard,6,321793.0,13998.0,15944279.0,321793.0,10669.0,15764501.0,321493.0,3329.0,179778.0,54.0,1139.039791398773,637.6342997662128,1514.0,54.0,1477.5987440247443,226.79476557883936,1514.0,54.0,54.00360468609191,0.2079813287365798,66.0,computer,49.54824685434425,0.043500013984145,0.5591972453521539,0.0103548133240848,48.98957093535285,0.0331548542075185
195564,AzureWave Technology Inc.,Belkin International Inc.,6,549.0,15.0,4815.0,548.0,7.0,742.0,545.0,8.0,4073.0,54.0,321.00000000000006,501.057310665585,1514.0,54.0,106.0,84.82138095236759,230.0,54.0,509.125,639.7484857348238,1514.0,computer,8.770491803278688,0.0273224043715847,7.473394495412844,0.0146788990825688,1.354014598540146,0.0127737226277372
195761,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,17580.0,43.0,30840.0,17365.0,17.0,2795.0,17364.0,26.0,28045.0,54.0,717.2093023255813,706.7285987508633,1514.0,54.0,164.41176470588238,285.8216355578093,1179.0,54.0,1078.653846153846,665.6965039600368,1514.0,computer,1.7542662116040957,0.0024459613196814,1.6151232434922829,0.00149735084082,0.1609559458681255,0.0009789807083213
196085,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",17,3.0,4.0,438.0,3.0,2.0,148.0,2.0,2.0,290.0,74.0,109.5,41.02438299353203,147.0,74.0,74.0,0.0,74.0,143.0,145.0,2.8284271247461903,147.0,smart_camera,146.0,1.3333333333333333,145.0,1.0,49.333333333333336,0.6666666666666666
196511,AzureWave Technology Inc.,Multicast,17,132740.0,14.0,9388.0,132740.0,14.0,9388.0,1.0,0.0,0.0,666.0,670.5714285714286,11.620368627241003,698.0,666.0,670.5714285714286,11.620368627241003,698.0,0.0,0.0,0.0,0.0,computer,0.0707247250263673,0.0001054693385565,0.0,0.0,0.0707247250263673,0.0001054693385565
196731,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,153796.0,36.0,12326.0,153522.0,18.0,3775.0,153522.0,18.0,8551.0,54.0,342.3888888888889,461.32011060048575,1514.0,54.0,209.72222222222217,218.3550281093925,571.0,54.0,475.05555555555554,594.3068599560748,1514.0,computer,0.0801451273115035,0.0002340763088766,0.0556988574927371,0.0001172470395122,0.0245893096754862,0.0001172470395122
196741,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,175.0,15.0,9069.0,175.0,8.0,3453.0,142.0,7.0,5616.0,69.0,604.6000000000001,575.0972340147608,1392.0,77.0,431.625,430.3310810128805,1392.0,69.0,802.2857142857143,685.6993301940519,1392.0,computer,51.822857142857146,0.0857142857142857,39.54929577464789,0.0492957746478873,19.731428571428573,0.0457142857142857
196763,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,8.0,2.0,180.0,1.0,1.0,90.0,1.0,1.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,computer,22.5,0.25,90.0,1.0,90.0,1.0
196828,AzureWave Technology Inc.,Belkin International Inc.,17,939.0,2.0,876.0,939.0,2.0,876.0,1.0,0.0,0.0,438.0,438.0,0.0,438.0,438.0,438.0,0.0,438.0,0.0,0.0,0.0,0.0,computer,0.9329073482428116,0.0021299254526091,0.0,0.0,0.9329073482428116,0.0021299254526091
197135,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,65736.0,22.0,6280.0,65736.0,12.0,1302.0,65633.0,10.0,4978.0,54.0,285.45454545454544,439.1943627958905,1514.0,54.0,108.5,100.7801387359452,365.0,54.0,497.80000000000007,588.0609945688741,1514.0,mobile,0.0955336497505172,0.000334672021419,0.0758459921076287,0.0001523623786814,0.0198064987221613,0.0001825483753194
197194,Belkin International Inc.,IPV6 Multicast,58,119690.0,2.0,172.0,119690.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_motion_sensor,0.0014370457013952,1.6709833737154316e-05,0.0,0.0,0.0014370457013952,1.6709833737154316e-05
197400,Belkin International Inc.,Belkin International Inc.,17,278.0,4.0,1400.0,278.0,4.0,1400.0,1.0,0.0,0.0,350.0,350.0,0.0,350.0,350.0,350.0,0.0,350.0,0.0,0.0,0.0,0.0,smart_switch,5.035971223021583,0.014388489208633,0.0,0.0,5.035971223021583,0.014388489208633
197776,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,61001.0,2.0,293.0,61001.0,2.0,293.0,1.0,0.0,0.0,145.0,146.5,2.1213203435596424,148.0,145.0,146.5,2.1213203435596424,148.0,0.0,0.0,0.0,0.0,computer,0.0048031999475418,3.278634776479074e-05,0.0,0.0,0.0048031999475418,3.278634776479074e-05
197880,AzureWave Technology Inc.,"Samsung Electronics Co.,Ltd",6,532.0,12.0,2212.0,527.0,6.0,694.0,527.0,6.0,1518.0,54.0,184.3333333333333,334.3341641731119,1224.0,54.0,115.66666666666669,91.00476178017648,233.0,54.0,253.0,475.7272327710492,1224.0,computer,4.157894736842105,0.0225563909774436,2.8804554079696394,0.0113851992409867,1.316888045540797,0.0113851992409867
198164,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,1908.0,16.0,2826.0,1908.0,8.0,2160.0,1583.0,8.0,666.0,54.0,176.625,226.9478280721512,916.0,54.0,270.0,296.4398276692445,916.0,54.0,83.25,50.62678568279274,165.0,computer,1.481132075471698,0.0083857442348008,0.4207201516108654,0.0050536955148452,1.1320754716981132,0.0041928721174004
198305,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,7.0,2.0,485.0,1.0,1.0,75.0,1.0,1.0,410.0,75.0,242.5,236.88077169749343,410.0,75.0,75.0,0.0,75.0,410.0,410.0,0.0,410.0,computer,69.28571428571429,0.2857142857142857,410.0,1.0,75.0,1.0
198463,AzureWave Technology Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,4.0,2.0,205.0,1.0,1.0,65.0,1.0,1.0,140.0,65.0,102.5,53.033008588991066,140.0,65.0,65.0,0.0,65.0,140.0,140.0,0.0,140.0,computer,51.25,0.5,140.0,1.0,65.0,1.0
198739,Netatmo,IPV6 Multicast,58,34265.0,2.0,172.0,34265.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.0050196994017218,5.836859769444039e-05,0.0,0.0,0.0050196994017218,5.836859769444039e-05
198765,Hewlett Packard,Multicast,2,119735.0,2.0,92.0,119735.0,2.0,92.0,1.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,smart_printer,0.000768363469328,1.6703553681045642e-05,0.0,0.0,0.000768363469328,1.6703553681045642e-05
199023,Belkin International Inc.,Belkin International Inc.,6,72.0,14.0,4740.0,71.0,7.0,653.0,67.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,65.83333333333333,0.1944444444444444,61.0,0.1044776119402985,9.19718309859155,0.0985915492957746
199627,Belkin International Inc.,Belkin International Inc.,6,94.0,14.0,4740.0,76.0,7.0,653.0,68.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,50.42553191489362,0.1489361702127659,60.10294117647059,0.1029411764705882,8.592105263157896,0.0921052631578947
200148,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,6324.0,27.0,7608.0,6324.0,15.0,1928.0,6116.0,12.0,5680.0,54.0,281.7777777777777,433.3156899761272,1514.0,54.0,128.53333333333333,130.0779253627097,526.0,66.0,473.33333333333337,591.7893257406778,1514.0,mobile,1.20303605313093,0.00426944971537,0.9287115761935906,0.0019620667102681,0.3048703352308665,0.0023719165085388
203497,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,1783777.0,67.0,13467.0,1783777.0,67.0,13467.0,1.0,0.0,0.0,201.0,201.0,0.0,201.0,201.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,smart_speaker,0.0075497105299597,3.756074890527235e-05,0.0,0.0,0.0075497105299597,3.756074890527235e-05
204096,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,1772247.0,206.0,32504.0,1772247.0,121.0,15428.0,1772083.0,85.0,17076.0,66.0,157.78640776699024,60.61564645236239,204.0,66.0,127.50413223140497,61.25154745894756,188.0,66.0,200.89411764705883,20.148273900671267,204.0,smart_camera,0.0183405586241646,0.0001162366193877,0.0096361174956252,4.79661505696968e-05,0.0087053328345315,6.8274907504428e-05
205771,Netatmo,"TP-LINK TECHNOLOGIES CO.,LTD.",1,2313.0,6.0,588.0,2002.0,3.0,294.0,1982.0,3.0,294.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_camera,0.2542153047989623,0.0025940337224383,0.148335015136226,0.0015136226034308,0.1468531468531468,0.0014985014985014
207248,Belkin International Inc.,Belkin International Inc.,6,50.0,14.0,4740.0,49.0,7.0,653.0,38.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,94.8,0.28,107.55263157894736,0.1842105263157894,13.326530612244898,0.1428571428571428
207693,Belkin International Inc.,IPV6 Multicast,58,118042.0,2.0,172.0,118042.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_switch,0.0014571084868097,1.6943121939648598e-05,0.0,0.0,0.0014571084868097,1.6943121939648598e-05
207876,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,313.0,6.0,412.0,313.0,4.0,272.0,155.0,2.0,140.0,66.0,68.66666666666667,4.131182235954578,74.0,66.0,68.0,4.000000000000001,74.0,66.0,70.0,5.656854249492381,74.0,smart_speaker,1.31629392971246,0.0191693290734824,0.9032258064516128,0.0129032258064516,0.8690095846645367,0.0127795527156549
208511,"TP-LINK TECHNOLOGIES CO.,LTD.",Amazon Technologies Inc.,6,817197.0,140.0,10816.0,817190.0,72.0,5760.0,817183.0,68.0,5056.0,54.0,77.25714285714287,29.73779210949916,257.0,54.0,80.00000000000001,36.29728581790213,257.0,54.0,74.35294117647057,20.539561176177084,95.0,router,0.0132354866696769,0.0001713173200586,0.0061871086402923,8.321269532038723e-05,0.0070485444021586,8.810680502698271e-05
211886,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",17,339.0,4.0,704.0,1.0,2.0,148.0,31.0,2.0,556.0,74.0,176.0,117.79077496419944,280.0,74.0,74.0,0.0,74.0,276.0,278.0,2.8284271247461903,280.0,smart_camera,2.0766961651917404,0.0117994100294985,17.93548387096774,0.064516129032258,148.0,2.0
213457,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,2346.0,6.0,348.0,2189.0,3.0,182.0,2190.0,3.0,166.0,54.0,58.0,7.999999999999999,74.0,54.0,60.66666666666666,11.547005383792516,74.0,54.0,55.333333333333336,2.309401076758504,58.0,mobile,0.1483375959079284,0.0025575447570332,0.0757990867579908,0.0013698630136986,0.0831429876656007,0.0013704888076747
215668,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,118401.0,2.0,172.0,118401.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.0014526904333578,1.6891749225091003e-05,0.0,0.0,0.0014526904333578,1.6891749225091003e-05
215701,Belkin International Inc.,"Samsung Electronics Co.,Ltd",6,56.0,10.0,2032.0,54.0,5.0,524.0,48.0,5.0,1508.0,66.0,203.2,367.4817606962888,1236.0,66.0,104.8,82.36018455540274,252.0,66.0,301.6,522.3569660682242,1236.0,smart_motion_sensor,36.285714285714285,0.1785714285714285,31.416666666666668,0.1041666666666666,9.703703703703704,0.0925925925925925
215849,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,835.0,16.0,2386.0,835.0,8.0,1467.0,640.0,8.0,919.0,66.0,149.125,150.74697343562158,583.0,66.0,183.375,205.85288609656587,583.0,66.0,114.875,60.32397651727829,205.0,mobile,2.85748502994012,0.0191616766467065,1.4359375,0.0125,1.7568862275449102,0.0095808383233532
216784,Netatmo,"TP-LINK TECHNOLOGIES CO.,LTD.",1,2328.0,6.0,588.0,2004.0,3.0,294.0,2000.0,3.0,294.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_camera,0.2525773195876288,0.0025773195876288,0.147,0.0015,0.1467065868263473,0.0014970059880239
217748,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,315816.0,14.0,1260.0,315603.0,7.0,630.0,315602.0,7.0,630.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,smart_speaker,0.003989664868151,4.4329609646123056e-05,0.0019961850685356,2.217983409484097e-05,0.001996178743548,2.2179763817200724e-05
217819,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,307.0,21.0,7983.0,307.0,10.0,2197.0,296.0,11.0,5786.0,66.0,380.1428571428572,505.920476529097,1484.0,66.0,219.7,372.9027427568153,1263.0,66.0,526.0,581.0478465668726,1484.0,mobile,26.003257328990227,0.0684039087947882,19.5472972972973,0.0371621621621621,7.156351791530945,0.0325732899022801
219579,Belkin International Inc.,Multicast,2,116009.0,2.0,92.0,116009.0,2.0,92.0,1.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,smart_switch,0.0007930419191614,1.7240041720900966e-05,0.0,0.0,0.0007930419191614,1.7240041720900966e-05
219825,Belkin International Inc.,Belkin International Inc.,6,53.0,14.0,4740.0,50.0,7.0,653.0,45.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,89.43396226415095,0.2641509433962264,90.82222222222222,0.1555555555555555,13.06,0.14
220361,Belkin International Inc.,Belkin International Inc.,6,57.0,13.0,1394.0,57.0,7.0,797.0,39.0,6.0,597.0,66.0,107.23076923076924,76.29236948100144,259.0,66.0,113.85714285714285,80.20895330620012,253.0,66.0,99.5,78.20421983499355,259.0,smart_switch,24.45614035087719,0.2280701754385964,15.307692307692308,0.1538461538461538,13.982456140350877,0.1228070175438596
222234,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,119441.0,2.0,172.0,119441.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.0014400415267789,1.674466891603386e-05,0.0,0.0,0.0014400415267789,1.674466891603386e-05
222717,"TP-LINK TECHNOLOGIES CO.,LTD.","Samsung Electronics Co.,Ltd",58,9856.0,8.0,912.0,7002.0,5.0,654.0,1.0,3.0,258.0,86.0,114.0,51.84592558726288,198.0,86.0,130.8,61.34492644057861,198.0,86.0,86.0,0.0,86.0,router,0.0925324675324675,0.0008116883116883,258.0,3.0,0.0934018851756641,0.0007140816909454
222800,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,316710.0,14.0,1260.0,316463.0,7.0,630.0,316463.0,7.0,630.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,smart_speaker,0.003978402955385,4.420447728205614e-05,0.0019907540533964,2.2119489482182752e-05,0.0019907540533964,2.2119489482182752e-05
222996,Belkin International Inc.,Belkin International Inc.,6,54.0,14.0,4740.0,44.0,7.0,653.0,49.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,87.77777777777777,0.2592592592592592,83.40816326530613,0.1428571428571428,14.840909090909092,0.1590909090909091
223322,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,2698.0,25.0,7573.0,2698.0,14.0,3735.0,2448.0,11.0,3838.0,54.0,302.92,477.3984988106547,1514.0,54.0,266.7857142857143,400.6951994435956,1514.0,54.0,348.90909090909093,578.0175524230133,1514.0,smart_speaker,2.8068939955522607,0.0092661230541141,1.56781045751634,0.0044934640522875,1.3843587842846552,0.0051890289103039
223915,Belkin International Inc.,Belkin International Inc.,6,47.0,14.0,4740.0,42.0,7.0,653.0,37.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,100.85106382978724,0.2978723404255319,110.45945945945944,0.1891891891891892,15.547619047619047,0.1666666666666666
224461,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,650.0,16.0,2424.0,650.0,8.0,1505.0,473.0,8.0,919.0,66.0,151.50000000000003,155.79944373028638,583.0,66.0,188.125,212.8604086518406,583.0,66.0,114.875,60.32397651727829,205.0,mobile,3.729230769230769,0.0246153846153846,1.9429175475687104,0.0169133192389006,2.315384615384616,0.0123076923076923
226227,Insteon,"TP-LINK TECHNOLOGIES CO.,LTD.",17,2675.0,6.0,540.0,2460.0,3.0,270.0,2460.0,3.0,270.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,smart_camera,0.2018691588785046,0.0022429906542056,0.1097560975609756,0.0012195121951219,0.1097560975609756,0.0012195121951219
226837,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,117102.0,2.0,172.0,117102.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.0014688049734419,1.7079127598162285e-05,0.0,0.0,0.0014688049734419,1.7079127598162285e-05
227918,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,118902.0,2.0,172.0,118902.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.0014465694437435,1.6820574927251015e-05,0.0,0.0,0.0014465694437435,1.6820574927251015e-05
